"","X405","X435","X450","X470","X505","X525","X570","X590","X630","X645","X660","X700","X850","X870","X890","X910","X940","X970"
"0C_240h_map_e_b2",-1.62463675503964,-0.162704768801435,0.394601311015521,0.719728325646279,0.604773101702407,0.498597173697904,-0.264796763992642,0.421868994585137,0.683415690208292,0.760725782308397,0.863290054706717,0.779515668334253,0.61222622637716,0.510157423370231,0.380578473048963,-1.32855900540712,-1.45126252728019,-2.39751840448023
